,gender,senior,partner,dependents,tenure,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,internet_dsl,internet_fiber,internet_no,contract_month,contract_1_yr,contract_2_yr,payment_bank,payment_credit_card,payment_electronic_check,payment_mailed_check,churn
173,0,0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,0,1,0,0,1,0,1,0,0,0,1
858,0,0,1,0,66,1,1,1,1,0,1,0,0,0,89.0,5898.6,0,1,0,0,1,0,0,0,1,0,0
6758,1,0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,460.25,0,0,1,1,0,0,0,1,0,0,0
5183,0,1,1,1,34,1,1,0,1,0,0,0,0,1,79.6,2718.3,0,1,0,1,0,0,0,0,0,1,1
3524,0,1,0,0,11,1,1,0,0,0,0,0,1,1,84.8,906.85,0,1,0,1,0,0,0,1,0,0,1
3321,0,0,1,0,64,1,1,0,0,0,0,0,0,0,25.55,1714.95,0,0,1,0,0,1,0,0,0,1,0
5129,0,0,0,0,13,1,0,0,0,0,0,1,0,1,81.9,1028.9,0,1,0,1,0,0,0,0,0,1,0
6139,1,0,0,1,3,1,0,0,0,0,0,0,0,0,20.2,50.6,0,0,1,1,0,0,1,0,0,0,0
4404,1,0,0,0,24,1,0,0,1,1,0,0,1,1,89.55,2187.15,0,1,0,1,0,0,0,0,1,0,0
3997,0,0,1,0,69,1,0,0,1,0,0,0,1,1,61.45,4131.2,1,0,0,0,0,1,0,1,0,0,0
1952,0,0,1,1,20,1,1,0,0,1,1,0,1,1,95.5,1916.2,0,1,0,1,0,0,1,0,0,0,0
3311,0,0,0,0,48,0,0,1,1,0,0,1,0,1,44.8,2104.55,1,0,0,1,0,0,0,0,1,0,0
2492,1,0,1,0,13,0,0,1,0,0,1,1,1,1,54.45,706.85,1,0,0,1,0,0,0,0,1,0,1
4204,1,1,0,0,5,1,0,0,1,0,0,0,1,1,85.55,408.5,0,1,0,1,0,0,0,0,1,0,0
6481,0,0,1,1,5,1,0,0,0,0,0,0,0,0,69.95,320.4,0,1,0,1,0,0,0,1,0,0,0
2036,1,1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,0,1,0,1,0,0,0,0,1,0,0
5518,1,0,1,1,30,1,1,1,1,0,0,1,0,1,94.4,2838.7,0,1,0,1,0,0,0,0,1,0,1
6714,1,0,0,0,13,1,1,0,0,0,1,1,1,0,100.75,1313.25,0,1,0,1,0,0,0,0,1,0,0
6354,0,0,1,0,61,1,0,1,1,0,1,0,1,0,93.7,5860.7,0,1,0,0,1,0,1,0,0,0,0
3403,0,0,0,0,4,1,0,0,0,0,0,0,0,0,20.45,82.85,0,0,1,1,0,0,0,1,0,0,0
18,0,0,1,1,10,1,0,0,0,1,1,0,0,0,55.2,528.35,1,0,0,1,0,0,0,1,0,0,1
3691,0,0,1,0,40,1,1,0,1,0,0,1,0,0,63.9,2635.0,1,0,0,0,1,0,1,0,0,0,0
5310,1,0,1,0,43,1,1,1,1,0,1,0,0,0,66.25,2907.35,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,29.85,29.85,1,0,0,1,0,0,0,0,1,0,0
3628,1,0,0,0,9,1,0,1,0,1,1,1,0,1,69.5,653.25,1,0,0,1,0,0,0,0,0,1,0
5573,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,0,1,0,1,0,0,0,0,1,0,1
2174,0,0,0,0,19,1,0,0,0,0,0,0,0,0,20.25,383.65,0,0,1,0,1,0,0,1,0,0,0
1356,0,0,0,0,9,1,1,0,0,0,0,0,0,1,75.2,633.85,0,1,0,1,0,0,0,1,0,0,0
5235,1,0,0,0,9,1,1,1,0,0,0,0,0,1,81.15,784.45,0,1,0,1,0,0,0,0,1,0,0
6471,1,0,1,1,18,1,0,0,0,0,0,0,0,0,20.05,345.9,0,0,1,0,1,0,1,0,0,0,0
6501,0,0,1,0,67,1,1,0,1,1,0,1,1,1,105.7,6816.95,0,1,0,0,1,0,1,0,0,0,0
2826,0,0,1,0,13,1,0,0,0,0,0,0,0,0,43.8,592.65,1,0,0,0,1,0,0,0,1,0,0
4237,1,0,0,0,5,1,0,0,0,1,0,1,1,1,70.05,346.4,1,0,0,1,0,0,0,0,1,0,1
396,1,1,1,0,33,1,1,1,0,1,1,1,1,1,109.9,3694.7,0,1,0,1,0,0,1,0,0,0,0
5461,0,0,0,0,62,1,0,1,0,0,1,0,1,1,65.1,3846.75,1,0,0,0,0,1,0,0,0,1,0
3112,1,0,1,0,72,1,1,1,1,0,1,0,1,1,100.55,7325.1,0,1,0,0,0,1,1,0,0,0,0
182,1,0,0,0,8,1,1,0,0,0,0,0,1,0,84.5,662.65,0,1,0,1,0,0,1,0,0,0,1
5498,0,1,1,0,1,1,0,0,0,0,0,0,0,0,46.0,46.0,1,0,0,1,0,0,0,0,1,0,1
5568,0,0,1,0,44,1,1,1,1,1,1,0,0,1,95.1,4060.55,0,1,0,1,0,0,0,1,0,0,0
1812,1,0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,0,1,0,0,1,0,1,0,0,0,0
4535,0,0,1,1,30,1,1,0,0,1,0,1,1,1,100.05,3046.15,0,1,0,1,0,0,0,0,1,0,1
5752,1,0,1,1,69,1,1,0,0,0,0,0,0,1,26.0,1796.55,0,0,1,0,0,1,1,0,0,0,0
5108,0,0,0,0,23,1,0,0,0,1,0,0,0,0,49.7,1081.25,1,0,0,1,0,0,0,1,0,0,0
816,0,0,0,0,2,1,0,0,0,1,0,0,1,1,86.2,178.7,0,1,0,1,0,0,0,0,0,1,1
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,0,0,1,0,0,0,0,1,0,1
4877,0,0,0,0,30,1,0,1,1,1,1,1,0,0,74.65,2308.6,1,0,0,0,1,0,0,1,0,0,0
1800,1,0,0,0,1,1,0,0,0,0,0,0,0,1,43.85,43.85,1,0,0,1,0,0,1,0,0,0,0
2280,0,1,0,0,8,1,1,0,0,0,1,1,1,1,100.15,908.55,0,1,0,1,0,0,0,1,0,0,0
2429,1,1,1,0,59,1,0,1,1,1,0,0,0,1,82.95,4903.15,0,1,0,0,1,0,0,1,0,0,0
3893,0,1,0,0,7,1,0,0,1,0,0,0,0,1,51.3,419.35,1,0,0,1,0,0,0,0,0,1,0
5570,0,0,1,1,37,1,1,0,1,1,0,0,1,1,95.15,3532.85,0,1,0,1,0,0,0,0,1,0,0
4707,1,0,0,1,49,1,1,1,1,1,0,1,1,1,109.2,5290.45,0,1,0,0,1,0,0,1,0,0,0
5322,0,0,1,0,26,1,0,0,1,1,1,1,1,0,81.9,2078.55,1,0,0,1,0,0,1,0,0,0,0
4315,0,0,0,0,1,1,0,0,0,0,0,1,0,0,79.55,79.55,0,1,0,1,0,0,0,0,1,0,1
6077,0,0,1,0,62,1,1,1,1,1,1,1,1,0,113.95,6891.4,0,1,0,0,0,1,0,0,0,1,0
6122,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.55,280.85,0,0,1,0,1,0,0,0,0,1,0
6084,1,0,1,0,36,1,1,0,0,0,0,1,1,1,95.0,3440.25,0,1,0,1,0,0,1,0,0,0,0
1830,1,0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,0,0,1,0,0,1,0,0,0,1,0
601,1,0,0,0,2,1,0,0,0,0,0,0,0,0,19.95,47.7,0,0,1,0,1,0,0,0,0,1,0
5835,0,0,1,1,30,1,0,0,0,0,0,0,0,0,19.3,602.9,0,0,1,0,0,1,0,0,0,1,0
6550,1,0,1,0,21,1,1,0,0,1,1,1,1,1,106.1,2249.95,0,1,0,1,0,0,0,0,1,0,1
5050,1,0,1,0,66,1,1,1,0,1,0,1,1,1,106.05,6981.35,0,1,0,0,0,1,0,1,0,0,1
554,1,0,0,0,32,1,1,0,1,0,0,0,0,1,80.35,2596.15,0,1,0,1,0,0,1,0,0,0,1
1159,0,1,1,0,3,1,0,0,0,0,0,1,0,1,80.4,224.05,0,1,0,1,0,0,0,0,1,0,1
1213,0,0,1,1,69,1,0,0,0,0,0,0,0,0,20.2,1412.65,0,0,1,0,0,1,1,0,0,0,0
880,1,0,0,0,10,1,0,1,1,1,1,1,1,1,110.1,1043.3,0,1,0,1,0,0,0,0,1,0,1
1325,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.25,69.25,0,1,0,1,0,0,0,0,1,0,1
4316,1,0,0,0,69,1,1,1,1,1,1,1,1,0,90.65,6322.1,1,0,0,0,0,1,0,0,0,1,0
997,0,1,0,0,4,1,1,0,0,0,0,1,1,1,94.3,424.45,0,1,0,1,0,0,0,0,1,0,1
700,1,0,1,1,66,1,1,0,0,1,0,1,0,1,63.3,4189.7,1,0,0,0,0,1,1,0,0,0,0
2700,0,0,0,0,35,0,0,0,0,0,0,0,0,0,24.15,812.5,1,0,0,1,0,0,0,0,1,0,0
5044,1,0,1,0,22,1,0,1,1,0,1,1,1,1,104.6,2180.55,0,1,0,1,0,0,0,0,1,0,0
1847,0,0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,0,0,1,0,0,1,0,1,0,0,0
5168,1,0,0,0,9,1,0,0,0,0,0,0,1,1,80.8,713.1,0,1,0,1,0,0,0,0,1,0,1
2796,0,0,1,0,55,1,1,1,0,0,0,1,0,1,89.8,4959.6,0,1,0,1,0,0,1,0,0,0,0
1455,0,0,1,0,36,1,1,1,1,1,1,0,1,1,106.05,3834.4,0,1,0,0,0,1,0,1,0,0,0
6658,1,1,0,0,27,1,1,0,1,0,0,0,0,1,81.45,2122.05,0,1,0,1,0,0,0,0,1,0,1
4105,0,0,1,1,67,1,1,1,0,0,1,1,1,0,106.7,7009.5,0,1,0,0,0,1,0,1,0,0,0
3994,0,1,1,0,54,1,1,0,1,0,0,1,1,1,101.5,5373.1,0,1,0,0,1,0,0,1,0,0,1
866,1,0,1,0,62,0,0,0,0,0,1,1,0,1,39.0,2337.45,1,0,0,0,0,1,1,0,0,0,0
5382,1,0,1,1,56,0,0,1,1,0,1,1,0,1,52.0,2884.9,1,0,0,0,1,0,0,0,0,1,0
1644,0,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,0,1,0,1,0,0,0,0,0,1,1
2140,0,0,1,1,33,1,1,0,0,0,0,0,1,0,86.15,2745.7,0,1,0,1,0,0,0,1,0,0,1
4848,0,0,0,0,5,1,1,0,0,0,0,1,1,1,93.9,486.85,0,1,0,1,0,0,0,0,0,1,1
3520,0,0,1,0,16,1,0,0,0,0,0,0,0,0,19.6,314.45,0,0,1,1,0,0,0,0,0,1,0
4421,1,0,1,0,34,1,1,0,1,0,0,0,1,0,88.85,3000.25,0,1,0,1,0,0,0,0,0,1,0
5684,0,1,1,0,58,1,0,1,1,0,1,1,1,1,105.5,6205.5,0,1,0,0,1,0,0,1,0,0,1
1490,0,1,1,0,66,1,1,0,1,1,0,1,0,1,70.85,4738.85,1,0,0,0,1,0,1,0,0,0,0
4504,1,0,0,0,37,1,0,0,0,0,0,0,0,0,20.15,785.75,0,0,1,0,1,0,0,1,0,0,0
4990,0,0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,1,0,0,1,0,0,0,0,0,1,0
729,1,0,0,0,65,1,1,0,1,1,1,0,1,1,74.2,4805.65,1,0,0,0,0,1,0,1,0,0,0
4669,1,0,0,0,51,1,0,0,0,0,0,0,0,0,20.45,1042.65,0,0,1,0,0,1,0,0,0,1,0
779,1,0,0,0,2,1,0,0,0,0,0,0,0,0,45.35,89.5,1,0,0,1,0,0,0,0,1,0,1
2620,1,0,0,0,18,1,0,1,0,1,1,1,0,1,68.35,1299.8,1,0,0,1,0,0,0,0,1,0,0
1936,0,0,1,0,51,1,0,1,1,0,1,0,0,1,60.5,3145.15,1,0,0,0,1,0,1,0,0,0,0
3793,0,0,0,0,9,1,0,0,0,0,0,0,0,0,20.25,186.15,0,0,1,1,0,0,0,0,0,1,0
6567,1,0,0,0,15,1,1,1,0,0,0,1,1,1,99.7,1566.75,0,1,0,1,0,0,0,0,1,0,0
6071,1,0,1,1,72,1,1,1,0,1,0,1,1,1,105.55,7542.25,0,1,0,0,0,1,1,0,0,0,0
3333,1,0,0,1,12,1,0,0,0,0,0,0,0,0,19.35,212.3,0,0,1,0,0,1,1,0,0,0,0
1110,1,0,0,0,60,0,0,1,1,1,0,0,0,0,39.6,2424.5,1,0,0,0,0,1,1,0,0,0,0
3655,0,0,1,0,32,1,0,0,0,0,0,0,0,0,19.4,641.15,0,0,1,1,0,0,1,0,0,0,0
5718,1,0,0,0,6,1,0,0,0,0,0,1,0,1,80.5,463.05,0,1,0,1,0,0,0,1,0,0,1
6292,1,0,1,1,39,1,1,0,0,1,0,1,1,0,100.0,3835.55,0,1,0,0,1,0,0,0,1,0,0
2998,1,0,0,0,2,1,0,0,1,0,0,0,0,1,74.75,144.8,0,1,0,1,0,0,0,0,1,0,0
2394,1,0,0,0,71,1,1,0,1,0,0,0,0,1,79.05,5552.5,0,1,0,0,1,0,0,1,0,0,0
1185,0,0,0,0,1,1,1,0,0,0,0,0,1,1,60.15,60.15,1,0,0,1,0,0,0,0,1,0,1
2007,1,0,0,0,2,1,0,0,0,0,0,0,1,1,80.2,181.1,0,1,0,1,0,0,0,0,1,0,1
193,0,0,1,1,72,1,1,1,1,1,0,1,1,0,109.7,8129.3,0,1,0,0,0,1,0,1,0,0,0
1515,0,0,0,0,41,1,1,0,0,1,1,0,1,1,68.6,2877.05,1,0,0,0,1,0,0,0,1,0,0
5627,1,1,1,0,7,1,1,0,0,0,0,0,0,1,74.85,485.25,0,1,0,1,0,0,0,0,1,0,0
578,1,1,1,0,35,1,1,1,1,0,0,0,1,1,94.55,3365.4,0,1,0,1,0,0,0,0,1,0,0
2123,1,0,0,0,31,1,1,0,1,0,0,0,0,1,80.45,2429.1,0,1,0,1,0,0,0,0,1,0,0
1429,1,0,1,1,45,1,1,0,0,0,0,0,0,0,24.45,1088.25,0,0,1,0,0,1,0,0,0,1,0
771,1,0,0,0,15,1,1,0,0,0,0,1,1,1,93.35,1444.65,0,1,0,1,0,0,0,0,1,0,1
2587,1,0,0,1,27,1,0,0,0,0,0,0,0,0,20.05,552.9,0,0,1,0,1,0,0,1,0,0,0
2395,0,1,1,0,31,1,1,0,0,1,0,1,0,1,90.7,2835.5,0,1,0,0,1,0,0,0,1,0,0
6996,0,0,1,1,41,1,0,0,1,0,1,0,1,1,66.5,2728.6,1,0,0,0,1,0,1,0,0,0,1
1846,1,0,0,0,19,1,0,0,0,0,0,0,0,0,18.8,279.2,0,0,1,0,1,0,0,0,0,1,0
131,0,0,1,1,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,0,0,1,0,0,0,1,0,0,1
178,0,0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,0,1,0,1,0,0,1,0,0,0,0
3740,0,0,1,1,2,1,0,0,0,0,0,0,0,1,71.65,135.75,0,1,0,1,0,0,0,0,1,0,0
6734,1,0,0,0,12,1,0,0,0,0,1,0,0,0,50.25,593.75,1,0,0,1,0,0,1,0,0,0,1
1811,0,1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,0,1,0,1,0,0,0,0,0,1,0
4508,0,0,1,1,22,1,0,0,0,0,0,0,0,0,19.9,400.3,0,0,1,1,0,0,0,0,0,1,0
6992,1,0,1,1,71,1,1,0,1,0,0,1,1,0,100.55,7113.75,0,1,0,0,1,0,1,0,0,0,0
2580,0,1,0,1,30,1,1,0,0,0,1,1,1,1,101.3,2974.5,0,1,0,1,0,0,0,0,1,0,0
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,1,0,0,1,0,0,1,0,0,0,1
4667,0,0,1,0,20,1,0,0,0,0,0,0,0,0,19.25,375.25,0,0,1,1,0,0,1,0,0,0,0
2652,1,0,0,0,1,1,0,0,0,0,0,0,1,0,55.55,55.55,1,0,0,1,0,0,0,0,0,1,0
4595,0,0,1,1,68,1,1,0,1,1,1,1,1,0,85.3,5560.0,1,0,0,0,0,1,1,0,0,0,0
2073,1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.9,283.75,0,0,1,1,0,0,0,0,0,1,0
658,1,0,1,1,2,1,0,0,0,0,0,0,0,0,19.85,35.9,0,0,1,0,1,0,0,0,0,1,1
1896,1,0,0,0,38,1,1,1,1,1,1,0,0,0,69.95,2657.55,1,0,0,1,0,0,0,0,1,0,0
6555,1,0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,411.25,0,0,1,0,1,0,0,0,0,1,0
2606,0,0,0,0,31,1,1,1,1,0,0,1,1,0,104.35,3205.6,0,1,0,1,0,0,0,0,1,0,0
2221,0,0,1,1,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,1,0,0,0,0,1,0,1,0,0,0
3659,1,0,1,0,67,1,1,1,1,1,0,1,1,0,109.9,7332.4,0,1,0,0,1,0,0,1,0,0,0
6659,1,0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,1,0,0,0,0,1,0,1,0,0,0
2379,1,1,1,0,32,1,1,0,1,1,0,1,1,0,106.35,3520.75,0,1,0,1,0,0,1,0,0,0,1
1447,1,0,0,1,4,1,1,0,0,0,1,0,0,0,80.8,332.45,0,1,0,1,0,0,0,1,0,0,1
5766,0,0,1,0,23,1,0,0,0,0,1,1,0,0,60.0,1347.15,1,0,0,0,1,0,1,0,0,0,0
342,0,0,1,1,66,1,1,1,1,1,0,0,0,1,67.45,4508.65,1,0,0,1,0,0,1,0,0,0,0
3372,1,1,0,0,57,1,1,0,1,0,1,1,1,1,104.9,5913.95,0,1,0,1,0,0,1,0,0,0,0
6160,0,0,0,0,36,1,1,1,0,1,1,1,1,1,89.65,3348.1,1,0,0,0,1,0,0,1,0,0,0
6204,1,0,0,0,13,0,0,0,0,0,0,0,0,1,25.15,331.85,1,0,0,1,0,0,1,0,0,0,0
2527,0,0,0,0,9,1,1,0,0,0,0,0,1,1,83.3,803.3,0,1,0,1,0,0,0,0,1,0,1
727,0,0,1,1,5,1,0,0,0,0,0,1,0,1,80.85,356.1,0,1,0,1,0,0,0,0,1,0,0
5542,0,0,1,0,67,1,1,0,1,1,1,1,1,0,86.15,5883.85,1,0,0,0,0,1,1,0,0,0,0
976,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0,1,0,1,0,0,0,0,1,0,1
4025,1,0,0,0,4,1,0,0,0,1,0,0,0,1,74.8,321.9,0,1,0,1,0,0,1,0,0,0,1
5023,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,0,1,0,1,0,0,0,0,1,0,1
1928,0,0,1,1,31,1,0,0,0,0,0,0,0,1,19.55,658.95,0,0,1,1,0,0,0,0,0,1,1
3516,1,0,0,0,3,1,0,0,0,0,0,0,0,1,43.3,123.65,1,0,0,1,0,0,0,0,1,0,1
6770,0,0,1,1,4,1,0,0,0,0,0,1,0,1,78.9,299.75,0,1,0,1,0,0,0,0,0,1,0
4588,0,0,1,0,33,1,1,0,0,1,1,0,1,1,95.0,3008.15,0,1,0,1,0,0,0,1,0,0,0
6856,0,0,1,1,58,1,1,0,0,0,0,0,0,0,25.15,1509.9,0,0,1,0,0,1,0,1,0,0,0
4279,1,0,1,1,25,1,1,0,0,0,0,0,0,1,25.4,546.85,0,0,1,1,0,0,1,0,0,0,0
3755,1,0,0,0,4,1,1,0,0,0,0,0,0,1,76.05,318.9,0,1,0,1,0,0,0,0,1,0,1
6759,1,1,1,0,51,1,1,1,0,1,0,0,1,1,93.65,4839.15,0,1,0,0,1,0,1,0,0,0,0
3940,1,0,0,0,19,0,0,0,0,0,0,0,0,1,25.15,468.35,1,0,0,1,0,0,1,0,0,0,0
1299,0,0,1,0,11,1,0,0,0,0,0,0,0,1,44.05,483.7,1,0,0,1,0,0,0,0,1,0,1
4902,0,0,0,0,24,1,0,1,0,0,1,0,0,0,56.35,1381.2,1,0,0,1,0,0,0,1,0,0,0
6466,1,0,0,0,18,1,1,0,0,0,0,0,0,0,74.15,1387.0,0,1,0,1,0,0,0,0,0,1,0
660,0,0,0,0,4,0,0,0,0,0,0,0,0,1,24.25,96.05,1,0,0,1,0,0,0,0,0,1,1
1790,0,0,0,0,12,1,0,0,0,0,0,0,1,0,78.1,947.3,0,1,0,1,0,0,1,0,0,0,1
1492,1,1,0,0,19,1,1,0,1,0,0,1,0,1,88.2,1775.8,0,1,0,1,0,0,0,0,1,0,1
4730,1,1,0,0,31,1,1,0,0,1,1,1,0,1,96.6,2877.95,0,1,0,1,0,0,1,0,0,0,0
493,1,1,1,0,61,1,1,0,1,0,0,0,1,0,64.05,3902.6,1,0,0,0,1,0,1,0,0,0,0
3647,1,1,0,0,8,1,0,0,0,0,0,0,0,1,69.7,572.85,0,1,0,1,0,0,0,0,1,0,0
5143,0,0,1,1,49,1,0,1,1,1,1,1,1,1,87.2,4345.0,1,0,0,0,1,0,0,0,0,1,0
4949,1,0,0,0,5,0,0,0,1,0,0,1,1,1,51.0,305.95,1,0,0,1,0,0,0,0,0,1,1
2315,1,0,1,1,35,1,1,0,0,0,1,1,1,1,73.45,2661.1,1,0,0,0,1,0,1,0,0,0,0
6537,1,0,1,0,70,1,1,1,1,1,1,1,1,0,115.65,7968.85,0,1,0,0,1,0,0,1,0,0,1
6482,1,0,0,0,1,1,1,0,0,1,0,1,1,1,101.45,101.45,0,1,0,1,0,0,0,0,1,0,1
5969,0,0,0,0,31,1,0,1,0,1,1,0,0,0,87.6,2724.25,0,1,0,1,0,0,0,0,1,0,0
1085,0,1,0,0,13,1,0,0,0,1,0,0,0,1,74.3,940.35,0,1,0,1,0,0,0,0,1,0,1
6640,1,0,1,1,28,0,0,1,0,1,1,1,0,0,50.8,1386.8,1,0,0,0,1,0,0,0,0,1,0
6464,1,1,0,0,50,1,1,1,1,0,0,1,0,1,70.35,3454.6,1,0,0,1,0,0,1,0,0,0,0
694,0,1,0,0,22,1,0,0,0,0,0,0,0,1,20.05,417.0,0,0,1,0,1,0,0,0,0,1,0
1278,1,0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,1,0,0,0,1,0,0,1,0,0,0
3198,1,0,1,0,40,1,1,0,1,1,0,1,1,1,106.0,4178.65,0,1,0,0,1,0,1,0,0,0,0
4966,1,0,1,1,19,1,1,0,0,0,0,0,0,0,50.1,910.45,1,0,0,1,0,0,0,1,0,0,0
4753,0,0,1,1,4,1,0,0,0,0,0,0,1,0,80.85,302.75,0,1,0,1,0,0,0,0,1,0,1
1621,0,0,0,0,35,1,1,0,0,0,0,1,0,1,86.45,3029.1,0,1,0,1,0,0,0,0,1,0,1
4091,0,0,0,0,20,1,1,0,1,0,1,0,1,1,68.9,1370.35,1,0,0,1,0,0,0,1,0,0,0
3708,1,0,0,0,11,1,0,0,0,0,0,0,0,0,20.4,231.45,0,0,1,0,0,1,0,0,0,1,0
3944,0,0,1,1,9,1,0,0,0,0,0,0,0,0,20.25,172.35,0,0,1,0,1,0,0,0,0,1,0
2561,0,0,1,1,71,1,1,1,1,1,0,1,0,1,99.0,7061.65,0,1,0,0,0,1,0,1,0,0,0
4920,0,0,1,1,71,1,0,0,0,0,0,0,0,0,20.1,1389.6,0,0,1,0,0,1,1,0,0,0,0
4766,0,0,0,0,71,1,1,1,1,1,1,1,1,1,113.15,7993.3,0,1,0,0,0,1,0,1,0,0,0
67,0,0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,1,0,0,0,0,1,0,0,0,1,0
1731,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,0,1,0,1,0,0,0,0,1,0,1
5593,1,0,1,0,31,1,0,1,1,1,1,0,1,1,75.5,2424.45,1,0,0,0,1,0,0,1,0,0,0
2269,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.9,70.9,0,1,0,1,0,0,0,0,0,1,1
4955,1,0,0,0,1,1,0,0,0,0,0,0,0,0,69.4,69.4,0,1,0,1,0,0,0,0,0,1,1
4539,1,0,1,1,67,1,1,1,0,1,0,1,1,1,79.7,5293.4,1,0,0,0,0,1,0,0,1,0,1
5011,0,1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,0,1,0,1,0,0,0,0,1,0,0
5545,1,1,1,0,21,1,0,0,0,1,0,1,0,0,86.55,1857.25,0,1,0,1,0,0,1,0,0,0,0
820,0,0,1,0,61,1,1,0,0,1,1,1,1,1,106.35,6751.35,0,1,0,1,0,0,0,0,1,0,0
1226,0,0,1,0,72,1,1,0,0,0,0,0,0,0,24.65,1830.05,0,0,1,0,0,1,1,0,0,0,0
1677,1,0,1,1,6,1,1,0,0,0,0,0,0,0,25.4,153.3,0,0,1,0,0,1,0,0,0,1,0
5886,0,0,1,1,47,1,0,0,0,0,0,0,0,0,19.75,948.9,0,0,1,0,0,1,0,0,0,1,0
2867,0,0,0,0,24,1,0,0,0,0,0,0,0,0,20.45,527.35,0,0,1,0,1,0,0,1,0,0,0
3447,1,0,0,0,39,1,1,0,1,0,0,0,0,0,81.4,3213.75,0,1,0,0,1,0,0,1,0,0,0
5492,0,0,1,1,65,1,1,0,0,0,0,0,0,1,25.3,1748.55,0,0,1,0,0,1,1,0,0,0,0
2367,0,0,0,0,1,1,0,0,0,1,0,1,0,1,85.55,85.55,0,1,0,1,0,0,0,1,0,0,1
4165,1,0,0,0,6,1,1,0,0,0,1,0,1,1,87.95,522.35,0,1,0,1,0,0,1,0,0,0,0
4691,0,1,1,0,56,1,1,0,0,1,0,1,1,1,100.65,5688.05,0,1,0,1,0,0,1,0,0,0,1
2512,0,0,1,0,23,1,0,1,0,1,1,0,1,1,68.75,1689.45,1,0,0,0,1,0,1,0,0,0,0
5460,1,0,1,0,34,1,0,0,0,0,0,0,0,0,20.05,679.0,0,0,1,0,0,1,0,1,0,0,0
2723,1,0,0,0,21,1,0,0,0,0,0,0,0,0,20.5,402.85,0,0,1,1,0,0,0,1,0,0,0
6275,1,0,0,0,62,1,1,1,1,1,1,0,0,0,69.4,4237.5,1,0,0,0,0,1,1,0,0,0,0
5996,1,0,0,0,62,1,0,0,0,0,0,0,0,0,19.85,1253.65,0,0,1,0,0,1,1,0,0,0,0
5199,0,0,0,0,51,1,1,0,1,1,1,1,1,1,111.5,5703.25,0,1,0,0,1,0,0,0,1,0,0
1143,1,0,1,0,18,1,1,0,1,0,0,0,0,0,56.8,1074.65,1,0,0,1,0,0,0,1,0,0,0
397,0,0,0,0,34,1,0,0,1,0,0,0,0,1,73.95,2524.45,0,1,0,1,0,0,0,1,0,0,1
6487,0,0,1,0,61,1,1,0,1,0,1,0,1,1,94.35,5703.0,0,1,0,0,0,1,1,0,0,0,0
4161,1,1,0,0,2,1,0,0,0,1,0,0,0,0,49.95,107.1,1,0,0,1,0,0,0,0,0,1,0
786,1,0,1,1,72,1,1,1,0,0,0,0,0,0,55.3,3983.6,1,0,0,0,0,1,1,0,0,0,0
6036,0,0,1,0,53,1,0,1,1,1,1,1,1,0,110.5,5835.5,0,1,0,0,1,0,0,0,1,0,0
4705,1,0,0,0,6,1,0,1,1,0,0,0,0,1,78.95,494.95,0,1,0,1,0,0,0,0,1,0,0
1398,0,0,0,0,24,1,1,1,0,0,1,0,0,1,84.35,1938.05,0,1,0,1,0,0,0,0,1,0,0
1659,1,0,1,1,68,1,1,0,1,0,1,0,1,0,70.8,4859.95,1,0,0,0,0,1,0,1,0,0,0
5796,0,0,1,1,47,0,0,1,1,1,0,1,1,1,60.0,2768.65,1,0,0,0,0,1,0,1,0,0,0
5111,1,1,0,0,47,1,0,1,0,0,0,0,1,0,85.5,4042.3,0,1,0,1,0,0,0,0,0,1,1
